TP9,AF7,AF8,TP10
452.637,-890.625,-850.586,-925.781
-342.773,529.785,554.688,541.504
-755.859,-331.543,-118.164,-237.793
-1000.0,-839.844,-826.66,-825.684
992.676,-773.926,-797.363,-792.969
212.402,-990.234,-995.117,-967.773
-521.484,40.039,241.211,109.375
-964.844,-355.957,-358.887,-357.422
-1000.0,-1000.0,-1000.0,-1000.0
-1000.0,-1000.0,-1000.0,-1000.0
-517.09,-990.234,-982.91,-1000.0
224.121,-13.672,-66.895,-283.203
-976.074,416.016,316.406,245.117
-854.98,-839.844,-864.746,-865.234
514.648,-860.84,-836.426,-837.402
-173.828,563.965,651.855,607.422
997.559,-852.051,-912.109,-866.211
591.797,-895.508,-858.887,-905.762
-360.352,511.23,493.164,466.309
-916.992,-513.184,-247.559,-645.02
-1000.0,-913.086,-868.652,-942.871
-1000.0,-1000.0,-1000.0,-1000.0
-619.141,-929.688,-861.816,-984.863
206.055,-542.48,-517.578,-550.293
954.102,633.301,617.188,546.875
-937.5,-936.523,-976.074,-977.539
624.512,-865.723,-839.355,-892.09
-226.562,543.457,566.406,573.73
-862.305,-181.641,-25.391,-249.023
-1000.0,-835.938,-822.754,-874.023
-1000.0,-1000.0,-1000.0,-1000.0
-678.711,-1000.0,-1000.0,-1000.0
-7.812,-576.172,-566.406,-572.266
885.254,424.805,530.762,308.105
-882.324,953.613,923.828,937.988
760.742,-817.383,-824.707,-820.312
-41.504,629.883,622.07,663.574
-700.195,41.504,63.477,-279.297
971.68,-855.469,-914.062,-888.672
501.953,-970.215,-902.832,-977.051
-348.145,498.535,498.047,495.117
-915.527,-568.359,-308.594,-446.289
-1000.0,-914.551,-875.977,-912.109
-1000.0,-1000.0,-1000.0,-1000.0
-600.586,-916.992,-845.215,-951.172
258.789,-548.34,-527.832,-542.48
961.914,621.582,619.629,612.305
-937.012,-930.664,-970.703,-962.891
633.789,-881.348,-847.168,-881.836
-192.871,534.668,559.57,574.219
-838.867,-322.266,-60.059,-226.562
-1000.0,-840.332,-815.918,-848.633
-1000.0,-1000.0,-1000.0,-1000.0
-667.48,-1000.0,-1000.0,-1000.0
-81.543,-594.238,-566.406,-600.098
-1000.0,-540.527,-586.426,-705.566
-1000.0,-1000.0,-1000.0,-1000.0
-995.605,-1000.0,-1000.0,-1000.0
-206.543,-906.738,-973.633,-951.172
387.207,122.07,-6.836,60.059
-878.906,642.578,541.016,558.105
-942.383,-788.574,-823.242,-805.664
289.551,-945.312,-974.121,-928.711
-421.875,101.074,358.398,137.695
-940.918,-310.547,-259.766,-357.91
-1000.0,-1000.0,-1000.0,-1000.0
-1000.0,-1000.0,-1000.0,-1000.0
-413.574,-985.352,-981.934,-1000.0
277.344,15.625,-66.406,-49.805
-945.801,463.867,325.195,390.625
-866.699,-842.773,-854.492,-847.656
361.328,-889.648,-859.863,-864.258
-307.617,418.457,523.926,390.625
-856.934,-217.773,-219.238,-279.785
-1000.0,-1000.0,-938.477,-1000.0
-1000.0,-1000.0,-1000.0,-1000.0
-570.801,-1000.0,-1000.0,-1000.0
168.945,-168.457,-137.207,-273.926
941.406,280.273,256.348,258.301
-832.52,-895.996,-889.16,-905.273
521.973,-827.148,-828.613,-822.754
-178.711,711.426,715.82,645.996
-778.32,-233.398,-252.441,-203.613
-1000.0,-904.297,-813.965,-915.527
-1000.0,-1000.0,-1000.0,-1000.0
-696.289,-1000.0,-1000.0,-1000.0
122.07,-400.391,-312.988,-505.371
806.641,153.809,146.484,162.109
-822.266,-964.355,-963.867,-992.188
-907.715,-1000.0,-1000.0,-1000.0
-455.078,-663.086,-758.301,-700.195
615.723,-267.578,-455.078,-398.438
-925.293,796.387,717.285,797.852
915.527,-825.684,-861.816,-845.215
354.98,964.355,-948.73,940.43
-473.145,510.742,523.926,472.168
-963.379,-636.23,-376.953,-622.07
-1000.0,-982.91,-1000.0,-990.723
-981.934,-1000.0,-1000.0,-1000.0
-542.48,-813.965,-796.875,-892.09
