AOI,id,filename,Geometry
DHA,3205,3205,"POLYGON ((8283557.139414523 3694630.515626673,8283718.775604825 3694630.515626673,8283718.775604825 3694792.1518169753,8283557.139414523 3694792.1518169753,8283557.139414523 3694630.515626673))"
DHA,3206,3206,"POLYGON ((8283557.139414523 3694468.879436371,8283718.775604825 3694468.879436371,8283718.775604825 3694630.515626673,8283557.139414523 3694630.515626673,8283557.139414523 3694468.879436371))"
DHA,3207,3207,"POLYGON ((8283557.139414523 3694307.2432460687,8283718.775604825 3694307.2432460687,8283718.775604825 3694468.879436371,8283557.139414523 3694468.879436371,8283557.139414523 3694307.2432460687))"
DHA,3208,3208,"POLYGON ((8283557.139414523 3694145.607055767,8283718.775604825 3694145.607055767,8283718.775604825 3694307.2432460687,8283557.139414523 3694307.2432460687,8283557.139414523 3694145.607055767))"
DHA,3209,3209,"POLYGON ((8283557.139414523 3693983.970865465,8283718.775604825 3693983.970865465,8283718.775604825 3694145.607055767,8283557.139414523 3694145.607055767,8283557.139414523 3693983.970865465))"
DHA,3210,3210,"POLYGON ((8283557.139414523 3693822.3346751626,8283718.775604825 3693822.3346751626,8283718.775604825 3693983.970865465,8283557.139414523 3693983.970865465,8283557.139414523 3693822.3346751626))"
DHA,3211,3211,"POLYGON ((8283557.139414523 3693660.6984848604,8283718.775604825 3693660.6984848604,8283718.775604825 3693822.3346751626,8283557.139414523 3693822.3346751626,8283557.139414523 3693660.6984848604))"
DHA,3212,3212,"POLYGON ((8283557.139414523 3693499.0622945586,8283718.775604825 3693499.0622945586,8283718.775604825 3693660.6984848604,8283557.139414523 3693660.6984848604,8283557.139414523 3693499.0622945586))"
DHA,3213,3213,"POLYGON ((8283557.139414523 3693337.4261042564,8283718.775604825 3693337.4261042564,8283718.775604825 3693499.0622945586,8283557.139414523 3693499.0622945586,8283557.139414523 3693337.4261042564))"
DHA,3214,3214,"POLYGON ((8283557.139414523 3693175.789913954,8283718.775604825 3693175.789913954,8283718.775604825 3693337.4261042564,8283557.139414523 3693337.4261042564,8283557.139414523 3693175.789913954))"
DHA,3215,3215,"POLYGON ((8283557.139414523 3693014.153723652,8283718.775604825 3693014.153723652,8283718.775604825 3693175.789913954,8283557.139414523 3693175.789913954,8283557.139414523 3693014.153723652))"
DHA,3216,3216,"POLYGON ((8283557.139414523 3692852.51753335,8283718.775604825 3692852.51753335,8283718.775604825 3693014.153723652,8283557.139414523 3693014.153723652,8283557.139414523 3692852.51753335))"
DHA,3217,3217,"POLYGON ((8283557.139414523 3692690.881343048,8283718.775604825 3692690.881343048,8283718.775604825 3692852.51753335,8283557.139414523 3692852.51753335,8283557.139414523 3692690.881343048))"
DHA,3218,3218,"POLYGON ((8283557.139414523 3692529.245152746,8283718.775604825 3692529.245152746,8283718.775604825 3692690.881343048,8283557.139414523 3692690.881343048,8283557.139414523 3692529.245152746))"
DHA,3219,3219,"POLYGON ((8283557.139414523 3692367.6089624437,8283718.775604825 3692367.6089624437,8283718.775604825 3692529.245152746,8283557.139414523 3692529.245152746,8283557.139414523 3692367.6089624437))"
DHA,3220,3220,"POLYGON ((8283557.139414523 3692205.9727721415,8283718.775604825 3692205.9727721415,8283718.775604825 3692367.6089624437,8283557.139414523 3692367.6089624437,8283557.139414523 3692205.9727721415))"
DHA,3221,3221,"POLYGON ((8283557.139414523 3692044.3365818392,8283718.775604825 3692044.3365818392,8283718.775604825 3692205.9727721415,8283557.139414523 3692205.9727721415,8283557.139414523 3692044.3365818392))"
DHA,3222,3222,"POLYGON ((8283557.139414523 3691882.7003915375,8283718.775604825 3691882.7003915375,8283718.775604825 3692044.3365818392,8283557.139414523 3692044.3365818392,8283557.139414523 3691882.7003915375))"
DHA,3223,3223,"POLYGON ((8283557.139414523 3691721.0642012353,8283718.775604825 3691721.0642012353,8283718.775604825 3691882.7003915375,8283557.139414523 3691882.7003915375,8283557.139414523 3691721.0642012353))"
DHA,3224,3224,"POLYGON ((8283557.139414523 3691559.428010933,8283718.775604825 3691559.428010933,8283718.775604825 3691721.0642012353,8283557.139414523 3691721.0642012353,8283557.139414523 3691559.428010933))"
DHA,3225,3225,"POLYGON ((8283557.139414523 3691397.791820631,8283718.775604825 3691397.791820631,8283718.775604825 3691559.428010933,8283557.139414523 3691559.428010933,8283557.139414523 3691397.791820631))"
DHA,3226,3226,"POLYGON ((8283557.139414523 3691236.155630329,8283718.775604825 3691236.155630329,8283718.775604825 3691397.791820631,8283557.139414523 3691397.791820631,8283557.139414523 3691236.155630329))"
DHA,3227,3227,"POLYGON ((8283557.139414523 3691074.519440027,8283718.775604825 3691074.519440027,8283718.775604825 3691236.155630329,8283557.139414523 3691236.155630329,8283557.139414523 3691074.519440027))"
DHA,3228,3228,"POLYGON ((8283557.139414523 3690912.8832497247,8283718.775604825 3690912.8832497247,8283718.775604825 3691074.519440027,8283557.139414523 3691074.519440027,8283557.139414523 3690912.8832497247))"
DHA,3229,3229,"POLYGON ((8283557.139414523 3690751.2470594225,8283718.775604825 3690751.2470594225,8283718.775604825 3690912.8832497247,8283557.139414523 3690912.8832497247,8283557.139414523 3690751.2470594225))"
DHA,3230,3230,"POLYGON ((8283557.139414523 3690589.6108691203,8283718.775604825 3690589.6108691203,8283718.775604825 3690751.2470594225,8283557.139414523 3690751.2470594225,8283557.139414523 3690589.6108691203))"
DHA,3231,3231,"POLYGON ((8283557.139414523 3690427.9746788186,8283718.775604825 3690427.9746788186,8283718.775604825 3690589.6108691203,8283557.139414523 3690589.6108691203,8283557.139414523 3690427.9746788186))"
DHA,3232,3232,"POLYGON ((8283557.139414523 3690266.3384885164,8283718.775604825 3690266.3384885164,8283718.775604825 3690427.9746788186,8283557.139414523 3690427.9746788186,8283557.139414523 3690266.3384885164))"
DHA,3233,3233,"POLYGON ((8283557.139414523 3690104.702298214,8283718.775604825 3690104.702298214,8283718.775604825 3690266.3384885164,8283557.139414523 3690266.3384885164,8283557.139414523 3690104.702298214))"
DHA,3234,3234,"POLYGON ((8283557.139414523 3689943.066107912,8283718.775604825 3689943.066107912,8283718.775604825 3690104.702298214,8283557.139414523 3690104.702298214,8283557.139414523 3689943.066107912))"
DHA,3235,3235,"POLYGON ((8283557.139414523 3689781.42991761,8283718.775604825 3689781.42991761,8283718.775604825 3689943.066107912,8283557.139414523 3689943.066107912,8283557.139414523 3689781.42991761))"
DHA,3236,3236,"POLYGON ((8283557.139414523 3689619.793727308,8283718.775604825 3689619.793727308,8283718.775604825 3689781.42991761,8283557.139414523 3689781.42991761,8283557.139414523 3689619.793727308))"
DHA,3237,3237,"POLYGON ((8283557.139414523 3689458.157537006,8283718.775604825 3689458.157537006,8283718.775604825 3689619.793727308,8283557.139414523 3689619.793727308,8283557.139414523 3689458.157537006))"
DHA,3238,3238,"POLYGON ((8283557.139414523 3689296.5213467036,8283718.775604825 3689296.5213467036,8283718.775604825 3689458.157537006,8283557.139414523 3689458.157537006,8283557.139414523 3689296.5213467036))"
DHA,3239,3239,"POLYGON ((8283557.139414523 3689134.8851564014,8283718.775604825 3689134.8851564014,8283718.775604825 3689296.5213467036,8283557.139414523 3689296.5213467036,8283557.139414523 3689134.8851564014))"
DHA,3240,3240,"POLYGON ((8283557.139414523 3688973.2489660997,8283718.775604825 3688973.2489660997,8283718.775604825 3689134.8851564014,8283557.139414523 3689134.8851564014,8283557.139414523 3688973.2489660997))"
DHA,3241,3241,"POLYGON ((8283718.775604825 3701904.1441902677,8283880.411795127 3701904.1441902677,8283880.411795127 3702065.78038057,8283718.775604825 3702065.78038057,8283718.775604825 3701904.1441902677))"
DHA,3242,3242,"POLYGON ((8283718.775604825 3701742.5079999655,8283880.411795127 3701742.5079999655,8283880.411795127 3701904.1441902677,8283718.775604825 3701904.1441902677,8283718.775604825 3701742.5079999655))"
DHA,3243,3243,"POLYGON ((8283718.775604825 3701580.8718096637,8283880.411795127 3701580.8718096637,8283880.411795127 3701742.5079999655,8283718.775604825 3701742.5079999655,8283718.775604825 3701580.8718096637))"
DHA,3244,3244,"POLYGON ((8283718.775604825 3701419.2356193615,8283880.411795127 3701419.2356193615,8283880.411795127 3701580.8718096637,8283718.775604825 3701580.8718096637,8283718.775604825 3701419.2356193615))"
DHA,3245,3245,"POLYGON ((8283718.775604825 3701257.5994290593,8283880.411795127 3701257.5994290593,8283880.411795127 3701419.2356193615,8283718.775604825 3701419.2356193615,8283718.775604825 3701257.5994290593))"
DHA,3246,3246,"POLYGON ((8283718.775604825 3701095.963238757,8283880.411795127 3701095.963238757,8283880.411795127 3701257.5994290593,8283718.775604825 3701257.5994290593,8283718.775604825 3701095.963238757))"
DHA,3247,3247,"POLYGON ((8283718.775604825 3700934.3270484554,8283880.411795127 3700934.3270484554,8283880.411795127 3701095.963238757,8283718.775604825 3701095.963238757,8283718.775604825 3700934.3270484554))"
DHA,3248,3248,"POLYGON ((8283718.775604825 3700772.690858153,8283880.411795127 3700772.690858153,8283880.411795127 3700934.3270484554,8283718.775604825 3700934.3270484554,8283718.775604825 3700772.690858153))"
DHA,3249,3249,"POLYGON ((8283718.775604825 3700611.054667851,8283880.411795127 3700611.054667851,8283880.411795127 3700772.690858153,8283718.775604825 3700772.690858153,8283718.775604825 3700611.054667851))"
DHA,3250,3250,"POLYGON ((8283718.775604825 3700449.4184775488,8283880.411795127 3700449.4184775488,8283880.411795127 3700611.054667851,8283718.775604825 3700611.054667851,8283718.775604825 3700449.4184775488))"
DHA,3251,3251,"POLYGON ((8283718.775604825 3700287.7822872465,8283880.411795127 3700287.7822872465,8283880.411795127 3700449.4184775488,8283718.775604825 3700449.4184775488,8283718.775604825 3700287.7822872465))"
DHA,3252,3252,"POLYGON ((8283718.775604825 3700126.146096945,8283880.411795127 3700126.146096945,8283880.411795127 3700287.7822872465,8283718.775604825 3700287.7822872465,8283718.775604825 3700126.146096945))"
DHA,3253,3253,"POLYGON ((8283718.775604825 3699964.5099066426,8283880.411795127 3699964.5099066426,8283880.411795127 3700126.146096945,8283718.775604825 3700126.146096945,8283718.775604825 3699964.5099066426))"
DHA,3254,3254,"POLYGON ((8283718.775604825 3699802.8737163404,8283880.411795127 3699802.8737163404,8283880.411795127 3699964.5099066426,8283718.775604825 3699964.5099066426,8283718.775604825 3699802.8737163404))"
DHA,3255,3255,"POLYGON ((8283718.775604825 3699641.237526038,8283880.411795127 3699641.237526038,8283880.411795127 3699802.8737163404,8283718.775604825 3699802.8737163404,8283718.775604825 3699641.237526038))"
DHA,3256,3256,"POLYGON ((8283718.775604825 3699479.601335736,8283880.411795127 3699479.601335736,8283880.411795127 3699641.237526038,8283718.775604825 3699641.237526038,8283718.775604825 3699479.601335736))"
DHA,3257,3257,"POLYGON ((8283718.775604825 3699317.9651454343,8283880.411795127 3699317.9651454343,8283880.411795127 3699479.601335736,8283718.775604825 3699479.601335736,8283718.775604825 3699317.9651454343))"
DHA,3258,3258,"POLYGON ((8283718.775604825 3699156.328955132,8283880.411795127 3699156.328955132,8283880.411795127 3699317.9651454343,8283718.775604825 3699317.9651454343,8283718.775604825 3699156.328955132))"
DHA,3259,3259,"POLYGON ((8283718.775604825 3698994.69276483,8283880.411795127 3698994.69276483,8283880.411795127 3699156.328955132,8283718.775604825 3699156.328955132,8283718.775604825 3698994.69276483))"
DHA,3260,3260,"POLYGON ((8283718.775604825 3698833.0565745276,8283880.411795127 3698833.0565745276,8283880.411795127 3698994.69276483,8283718.775604825 3698994.69276483,8283718.775604825 3698833.0565745276))"
DHA,3261,3261,"POLYGON ((8283718.775604825 3698671.420384226,8283880.411795127 3698671.420384226,8283880.411795127 3698833.0565745276,8283718.775604825 3698833.0565745276,8283718.775604825 3698671.420384226))"
DHA,3262,3262,"POLYGON ((8283718.775604825 3698509.7841939237,8283880.411795127 3698509.7841939237,8283880.411795127 3698671.420384226,8283718.775604825 3698671.420384226,8283718.775604825 3698509.7841939237))"
DHA,3263,3263,"POLYGON ((8283718.775604825 3698348.1480036215,8283880.411795127 3698348.1480036215,8283880.411795127 3698509.7841939237,8283718.775604825 3698509.7841939237,8283718.775604825 3698348.1480036215))"
DHA,3264,3264,"POLYGON ((8283718.775604825 3698186.5118133193,8283880.411795127 3698186.5118133193,8283880.411795127 3698348.1480036215,8283718.775604825 3698348.1480036215,8283718.775604825 3698186.5118133193))"
DHA,3265,3265,"POLYGON ((8283718.775604825 3698024.875623017,8283880.411795127 3698024.875623017,8283880.411795127 3698186.5118133193,8283718.775604825 3698186.5118133193,8283718.775604825 3698024.875623017))"
DHA,3266,3266,"POLYGON ((8283718.775604825 3697863.2394327153,8283880.411795127 3697863.2394327153,8283880.411795127 3698024.875623017,8283718.775604825 3698024.875623017,8283718.775604825 3697863.2394327153))"
DHA,3267,3267,"POLYGON ((8283718.775604825 3697701.603242413,8283880.411795127 3697701.603242413,8283880.411795127 3697863.2394327153,8283718.775604825 3697863.2394327153,8283718.775604825 3697701.603242413))"
DHA,3268,3268,"POLYGON ((8283718.775604825 3697539.967052111,8283880.411795127 3697539.967052111,8283880.411795127 3697701.603242413,8283718.775604825 3697701.603242413,8283718.775604825 3697539.967052111))"
DHA,3269,3269,"POLYGON ((8283718.775604825 3697378.3308618087,8283880.411795127 3697378.3308618087,8283880.411795127 3697539.967052111,8283718.775604825 3697539.967052111,8283718.775604825 3697378.3308618087))"
DHA,3270,3270,"POLYGON ((8283718.775604825 3697216.694671507,8283880.411795127 3697216.694671507,8283880.411795127 3697378.3308618087,8283718.775604825 3697378.3308618087,8283718.775604825 3697216.694671507))"
DHA,3271,3271,"POLYGON ((8283718.775604825 3697055.058481205,8283880.411795127 3697055.058481205,8283880.411795127 3697216.694671507,8283718.775604825 3697216.694671507,8283718.775604825 3697055.058481205))"
DHA,3272,3272,"POLYGON ((8283718.775604825 3696893.4222909026,8283880.411795127 3696893.4222909026,8283880.411795127 3697055.058481205,8283718.775604825 3697055.058481205,8283718.775604825 3696893.4222909026))"
DHA,3273,3273,"POLYGON ((8283718.775604825 3696731.7861006004,8283880.411795127 3696731.7861006004,8283880.411795127 3696893.4222909026,8283718.775604825 3696893.4222909026,8283718.775604825 3696731.7861006004))"
DHA,3274,3274,"POLYGON ((8283718.775604825 3696570.149910298,8283880.411795127 3696570.149910298,8283880.411795127 3696731.7861006004,8283718.775604825 3696731.7861006004,8283718.775604825 3696570.149910298))"
DHA,3275,3275,"POLYGON ((8283718.775604825 3696408.5137199964,8283880.411795127 3696408.5137199964,8283880.411795127 3696570.149910298,8283718.775604825 3696570.149910298,8283718.775604825 3696408.5137199964))"
DHA,3276,3276,"POLYGON ((8283718.775604825 3696246.8775296942,8283880.411795127 3696246.8775296942,8283880.411795127 3696408.5137199964,8283718.775604825 3696408.5137199964,8283718.775604825 3696246.8775296942))"
DHA,3277,3277,"POLYGON ((8283718.775604825 3696085.241339392,8283880.411795127 3696085.241339392,8283880.411795127 3696246.8775296942,8283718.775604825 3696246.8775296942,8283718.775604825 3696085.241339392))"
DHA,3278,3278,"POLYGON ((8283718.775604825 3695923.60514909,8283880.411795127 3695923.60514909,8283880.411795127 3696085.241339392,8283718.775604825 3696085.241339392,8283718.775604825 3695923.60514909))"
DHA,3279,3279,"POLYGON ((8283718.775604825 3695761.9689587876,8283880.411795127 3695761.9689587876,8283880.411795127 3695923.60514909,8283718.775604825 3695923.60514909,8283718.775604825 3695761.9689587876))"
DHA,3280,3280,"POLYGON ((8283718.775604825 3695600.332768486,8283880.411795127 3695600.332768486,8283880.411795127 3695761.9689587876,8283718.775604825 3695761.9689587876,8283718.775604825 3695600.332768486))"
DHA,3281,3281,"POLYGON ((8283718.775604825 3695438.6965781837,8283880.411795127 3695438.6965781837,8283880.411795127 3695600.332768486,8283718.775604825 3695600.332768486,8283718.775604825 3695438.6965781837))"
DHA,3282,3282,"POLYGON ((8283718.775604825 3695277.0603878815,8283880.411795127 3695277.0603878815,8283880.411795127 3695438.6965781837,8283718.775604825 3695438.6965781837,8283718.775604825 3695277.0603878815))"
DHA,3283,3283,"POLYGON ((8283718.775604825 3695115.4241975793,8283880.411795127 3695115.4241975793,8283880.411795127 3695277.0603878815,8283718.775604825 3695277.0603878815,8283718.775604825 3695115.4241975793))"
DHA,3284,3284,"POLYGON ((8283718.775604825 3694953.7880072775,8283880.411795127 3694953.7880072775,8283880.411795127 3695115.4241975793,8283718.775604825 3695115.4241975793,8283718.775604825 3694953.7880072775))"
DHA,3285,3285,"POLYGON ((8283718.775604825 3694792.1518169753,8283880.411795127 3694792.1518169753,8283880.411795127 3694953.7880072775,8283718.775604825 3694953.7880072775,8283718.775604825 3694792.1518169753))"
DHA,3286,3286,"POLYGON ((8283718.775604825 3694630.515626673,8283880.411795127 3694630.515626673,8283880.411795127 3694792.1518169753,8283718.775604825 3694792.1518169753,8283718.775604825 3694630.515626673))"
DHA,3287,3287,"POLYGON ((8283718.775604825 3694468.879436371,8283880.411795127 3694468.879436371,8283880.411795127 3694630.515626673,8283718.775604825 3694630.515626673,8283718.775604825 3694468.879436371))"
DHA,3288,3288,"POLYGON ((8283718.775604825 3694307.2432460687,8283880.411795127 3694307.2432460687,8283880.411795127 3694468.879436371,8283718.775604825 3694468.879436371,8283718.775604825 3694307.2432460687))"
DHA,3289,3289,"POLYGON ((8283718.775604825 3694145.607055767,8283880.411795127 3694145.607055767,8283880.411795127 3694307.2432460687,8283718.775604825 3694307.2432460687,8283718.775604825 3694145.607055767))"
DHA,3290,3290,"POLYGON ((8283718.775604825 3693983.970865465,8283880.411795127 3693983.970865465,8283880.411795127 3694145.607055767,8283718.775604825 3694145.607055767,8283718.775604825 3693983.970865465))"
DHA,3291,3291,"POLYGON ((8283718.775604825 3693822.3346751626,8283880.411795127 3693822.3346751626,8283880.411795127 3693983.970865465,8283718.775604825 3693983.970865465,8283718.775604825 3693822.3346751626))"
DHA,3292,3292,"POLYGON ((8283718.775604825 3693660.6984848604,8283880.411795127 3693660.6984848604,8283880.411795127 3693822.3346751626,8283718.775604825 3693822.3346751626,8283718.775604825 3693660.6984848604))"
DHA,3293,3293,"POLYGON ((8283718.775604825 3693499.0622945586,8283880.411795127 3693499.0622945586,8283880.411795127 3693660.6984848604,8283718.775604825 3693660.6984848604,8283718.775604825 3693499.0622945586))"
DHA,3294,3294,"POLYGON ((8283718.775604825 3693337.4261042564,8283880.411795127 3693337.4261042564,8283880.411795127 3693499.0622945586,8283718.775604825 3693499.0622945586,8283718.775604825 3693337.4261042564))"
DHA,3295,3295,"POLYGON ((8283718.775604825 3693175.789913954,8283880.411795127 3693175.789913954,8283880.411795127 3693337.4261042564,8283718.775604825 3693337.4261042564,8283718.775604825 3693175.789913954))"
DHA,3296,3296,"POLYGON ((8283718.775604825 3693014.153723652,8283880.411795127 3693014.153723652,8283880.411795127 3693175.789913954,8283718.775604825 3693175.789913954,8283718.775604825 3693014.153723652))"
DHA,3297,3297,"POLYGON ((8283718.775604825 3692852.51753335,8283880.411795127 3692852.51753335,8283880.411795127 3693014.153723652,8283718.775604825 3693014.153723652,8283718.775604825 3692852.51753335))"
DHA,3298,3298,"POLYGON ((8283718.775604825 3692690.881343048,8283880.411795127 3692690.881343048,8283880.411795127 3692852.51753335,8283718.775604825 3692852.51753335,8283718.775604825 3692690.881343048))"
DHA,3299,3299,"POLYGON ((8283718.775604825 3692529.245152746,8283880.411795127 3692529.245152746,8283880.411795127 3692690.881343048,8283718.775604825 3692690.881343048,8283718.775604825 3692529.245152746))"
DHA,3300,3300,"POLYGON ((8283718.775604825 3692367.6089624437,8283880.411795127 3692367.6089624437,8283880.411795127 3692529.245152746,8283718.775604825 3692529.245152746,8283718.775604825 3692367.6089624437))"
DHA,3301,3301,"POLYGON ((8283718.775604825 3692205.9727721415,8283880.411795127 3692205.9727721415,8283880.411795127 3692367.6089624437,8283718.775604825 3692367.6089624437,8283718.775604825 3692205.9727721415))"
DHA,3302,3302,"POLYGON ((8283718.775604825 3692044.3365818392,8283880.411795127 3692044.3365818392,8283880.411795127 3692205.9727721415,8283718.775604825 3692205.9727721415,8283718.775604825 3692044.3365818392))"
DHA,3303,3303,"POLYGON ((8283718.775604825 3691882.7003915375,8283880.411795127 3691882.7003915375,8283880.411795127 3692044.3365818392,8283718.775604825 3692044.3365818392,8283718.775604825 3691882.7003915375))"
DHA,3304,3304,"POLYGON ((8283718.775604825 3691721.0642012353,8283880.411795127 3691721.0642012353,8283880.411795127 3691882.7003915375,8283718.775604825 3691882.7003915375,8283718.775604825 3691721.0642012353))"
DHA,3305,3305,"POLYGON ((8283718.775604825 3691559.428010933,8283880.411795127 3691559.428010933,8283880.411795127 3691721.0642012353,8283718.775604825 3691721.0642012353,8283718.775604825 3691559.428010933))"
DHA,3306,3306,"POLYGON ((8283718.775604825 3691397.791820631,8283880.411795127 3691397.791820631,8283880.411795127 3691559.428010933,8283718.775604825 3691559.428010933,8283718.775604825 3691397.791820631))"
DHA,3307,3307,"POLYGON ((8283718.775604825 3691236.155630329,8283880.411795127 3691236.155630329,8283880.411795127 3691397.791820631,8283718.775604825 3691397.791820631,8283718.775604825 3691236.155630329))"
DHA,3308,3308,"POLYGON ((8283718.775604825 3691074.519440027,8283880.411795127 3691074.519440027,8283880.411795127 3691236.155630329,8283718.775604825 3691236.155630329,8283718.775604825 3691074.519440027))"
DHA,3309,3309,"POLYGON ((8283718.775604825 3690912.8832497247,8283880.411795127 3690912.8832497247,8283880.411795127 3691074.519440027,8283718.775604825 3691074.519440027,8283718.775604825 3690912.8832497247))"
DHA,3310,3310,"POLYGON ((8283718.775604825 3690751.2470594225,8283880.411795127 3690751.2470594225,8283880.411795127 3690912.8832497247,8283718.775604825 3690912.8832497247,8283718.775604825 3690751.2470594225))"
DHA,3311,3311,"POLYGON ((8283718.775604825 3690589.6108691203,8283880.411795127 3690589.6108691203,8283880.411795127 3690751.2470594225,8283718.775604825 3690751.2470594225,8283718.775604825 3690589.6108691203))"
DHA,3312,3312,"POLYGON ((8283718.775604825 3690427.9746788186,8283880.411795127 3690427.9746788186,8283880.411795127 3690589.6108691203,8283718.775604825 3690589.6108691203,8283718.775604825 3690427.9746788186))"
DHA,3313,3313,"POLYGON ((8283718.775604825 3690266.3384885164,8283880.411795127 3690266.3384885164,8283880.411795127 3690427.9746788186,8283718.775604825 3690427.9746788186,8283718.775604825 3690266.3384885164))"
DHA,3314,3314,"POLYGON ((8283718.775604825 3690104.702298214,8283880.411795127 3690104.702298214,8283880.411795127 3690266.3384885164,8283718.775604825 3690266.3384885164,8283718.775604825 3690104.702298214))"
DHA,3315,3315,"POLYGON ((8283718.775604825 3689943.066107912,8283880.411795127 3689943.066107912,8283880.411795127 3690104.702298214,8283718.775604825 3690104.702298214,8283718.775604825 3689943.066107912))"
DHA,3316,3316,"POLYGON ((8283718.775604825 3689781.42991761,8283880.411795127 3689781.42991761,8283880.411795127 3689943.066107912,8283718.775604825 3689943.066107912,8283718.775604825 3689781.42991761))"
DHA,3317,3317,"POLYGON ((8283718.775604825 3689619.793727308,8283880.411795127 3689619.793727308,8283880.411795127 3689781.42991761,8283718.775604825 3689781.42991761,8283718.775604825 3689619.793727308))"
DHA,3318,3318,"POLYGON ((8283718.775604825 3689458.157537006,8283880.411795127 3689458.157537006,8283880.411795127 3689619.793727308,8283718.775604825 3689619.793727308,8283718.775604825 3689458.157537006))"
DHA,3319,3319,"POLYGON ((8283718.775604825 3689296.5213467036,8283880.411795127 3689296.5213467036,8283880.411795127 3689458.157537006,8283718.775604825 3689458.157537006,8283718.775604825 3689296.5213467036))"
DHA,3320,3320,"POLYGON ((8283718.775604825 3689134.8851564014,8283880.411795127 3689134.8851564014,8283880.411795127 3689296.5213467036,8283718.775604825 3689296.5213467036,8283718.775604825 3689134.8851564014))"
DHA,3321,3321,"POLYGON ((8283718.775604825 3688973.2489660997,8283880.411795127 3688973.2489660997,8283880.411795127 3689134.8851564014,8283718.775604825 3689134.8851564014,8283718.775604825 3688973.2489660997))"
DHA,3322,3322,"POLYGON ((8283880.411795127 3701904.1441902677,8284042.047985429 3701904.1441902677,8284042.047985429 3702065.78038057,8283880.411795127 3702065.78038057,8283880.411795127 3701904.1441902677))"
DHA,3323,3323,"POLYGON ((8283880.411795127 3701742.5079999655,8284042.047985429 3701742.5079999655,8284042.047985429 3701904.1441902677,8283880.411795127 3701904.1441902677,8283880.411795127 3701742.5079999655))"
DHA,3324,3324,"POLYGON ((8283880.411795127 3701580.8718096637,8284042.047985429 3701580.8718096637,8284042.047985429 3701742.5079999655,8283880.411795127 3701742.5079999655,8283880.411795127 3701580.8718096637))"
DHA,3325,3325,"POLYGON ((8283880.411795127 3701419.2356193615,8284042.047985429 3701419.2356193615,8284042.047985429 3701580.8718096637,8283880.411795127 3701580.8718096637,8283880.411795127 3701419.2356193615))"
DHA,3326,3326,"POLYGON ((8283880.411795127 3701257.5994290593,8284042.047985429 3701257.5994290593,8284042.047985429 3701419.2356193615,8283880.411795127 3701419.2356193615,8283880.411795127 3701257.5994290593))"
DHA,3327,3327,"POLYGON ((8283880.411795127 3701095.963238757,8284042.047985429 3701095.963238757,8284042.047985429 3701257.5994290593,8283880.411795127 3701257.5994290593,8283880.411795127 3701095.963238757))"
DHA,3328,3328,"POLYGON ((8283880.411795127 3700934.3270484554,8284042.047985429 3700934.3270484554,8284042.047985429 3701095.963238757,8283880.411795127 3701095.963238757,8283880.411795127 3700934.3270484554))"
DHA,3329,3329,"POLYGON ((8283880.411795127 3700772.690858153,8284042.047985429 3700772.690858153,8284042.047985429 3700934.3270484554,8283880.411795127 3700934.3270484554,8283880.411795127 3700772.690858153))"
DHA,3330,3330,"POLYGON ((8283880.411795127 3700611.054667851,8284042.047985429 3700611.054667851,8284042.047985429 3700772.690858153,8283880.411795127 3700772.690858153,8283880.411795127 3700611.054667851))"
DHA,3331,3331,"POLYGON ((8283880.411795127 3700449.4184775488,8284042.047985429 3700449.4184775488,8284042.047985429 3700611.054667851,8283880.411795127 3700611.054667851,8283880.411795127 3700449.4184775488))"
DHA,3332,3332,"POLYGON ((8283880.411795127 3700287.7822872465,8284042.047985429 3700287.7822872465,8284042.047985429 3700449.4184775488,8283880.411795127 3700449.4184775488,8283880.411795127 3700287.7822872465))"
DHA,3333,3333,"POLYGON ((8283880.411795127 3700126.146096945,8284042.047985429 3700126.146096945,8284042.047985429 3700287.7822872465,8283880.411795127 3700287.7822872465,8283880.411795127 3700126.146096945))"
DHA,3334,3334,"POLYGON ((8283880.411795127 3699964.5099066426,8284042.047985429 3699964.5099066426,8284042.047985429 3700126.146096945,8283880.411795127 3700126.146096945,8283880.411795127 3699964.5099066426))"
DHA,3335,3335,"POLYGON ((8283880.411795127 3699802.8737163404,8284042.047985429 3699802.8737163404,8284042.047985429 3699964.5099066426,8283880.411795127 3699964.5099066426,8283880.411795127 3699802.8737163404))"
DHA,3336,3336,"POLYGON ((8283880.411795127 3699641.237526038,8284042.047985429 3699641.237526038,8284042.047985429 3699802.8737163404,8283880.411795127 3699802.8737163404,8283880.411795127 3699641.237526038))"
DHA,3337,3337,"POLYGON ((8283880.411795127 3699479.601335736,8284042.047985429 3699479.601335736,8284042.047985429 3699641.237526038,8283880.411795127 3699641.237526038,8283880.411795127 3699479.601335736))"
DHA,3338,3338,"POLYGON ((8283880.411795127 3699317.9651454343,8284042.047985429 3699317.9651454343,8284042.047985429 3699479.601335736,8283880.411795127 3699479.601335736,8283880.411795127 3699317.9651454343))"
DHA,3339,3339,"POLYGON ((8283880.411795127 3699156.328955132,8284042.047985429 3699156.328955132,8284042.047985429 3699317.9651454343,8283880.411795127 3699317.9651454343,8283880.411795127 3699156.328955132))"
DHA,3340,3340,"POLYGON ((8283880.411795127 3698994.69276483,8284042.047985429 3698994.69276483,8284042.047985429 3699156.328955132,8283880.411795127 3699156.328955132,8283880.411795127 3698994.69276483))"
