timestamps,TP9,AF7,AF8,TP10
1669629472.203,-1000.000,-1000.000,-1000.000,-1000.000
1669629472.206,-796.387,-229.980,-255.371,-210.449
1669629472.210,311.523,-894.043,-872.070,-895.020
1669629472.214,-864.258,701.172,566.895,704.102
1669629472.218,58.105,-672.852,-792.480,-644.043
1669629472.222,-1000.000,-1000.000,-1000.000,-1000.000
1669629472.223,-907.715,-224.609,-208.008,-276.367
1669629472.227,134.766,-979.004,-997.070,-993.652
1669629472.231,-838.867,946.777,984.863,934.082
1669629472.235,201.660,-301.758,-187.988,-324.219
1669629472.239,-1000.000,-1000.000,-1000.000,-1000.000
1669629472.243,-1000.000,-370.605,-399.902,-367.676
1669629472.247,-43.457,913.086,900.879,907.227
1669629472.250,-862.793,-921.387,-934.570,-928.223
1669629472.254,359.375,-37.109,-77.148,-41.016
1669629472.258,-935.547,-1000.000,-1000.000,-1000.000
1669629472.262,-1000.000,-616.699,-661.621,-603.516
1669629472.266,-202.148,717.285,703.125,703.613
1669629472.298,-933.594,-844.238,-861.328,-850.586
1669629472.302,532.715,135.742,-34.668,110.352
1669629472.306,-785.156,-1000.000,-1000.000,-1000.000
1669629472.310,-1000.000,-877.930,-776.367,-858.398
1669629472.314,-409.180,426.758,537.598,406.250
1669629472.318,897.949,-792.969,-815.918,-802.246
1669629472.322,743.652,144.043,98.145,141.602
1669629472.325,-578.613,-1000.000,-1000.000,-1000.000
1669629472.329,-1000.000,-1000.000,-961.426,-1000.000
1669629472.333,-570.801,74.707,240.234,57.617
1669629472.337,705.078,-774.414,-789.062,-789.062
1669629472.341,926.758,179.688,168.945,147.461
1669629472.328,-353.516,-1000.000,-999.023,-1000.000
1669629472.332,-1000.000,-1000.000,-1000.000,-1000.000
1669629472.336,-688.477,-156.250,-205.078,-204.102
1669629472.340,504.395,-812.988,-826.660,-821.777
1669629472.344,-951.172,398.438,301.758,333.008
1669629472.348,-148.926,-927.734,-979.980,-961.426
1669629472.352,-1000.000,-1000.000,-1000.000,-1000.000
1669629472.355,-788.086,-229.492,-255.371,-241.211
1669629472.359,318.848,-878.418,-846.191,-870.117
1669629472.363,-870.117,645.020,436.523,583.496
1669629472.367,42.480,-734.863,-911.621,-780.762
1669629472.371,-1000.000,-1000.000,-1000.000,-1000.000
1669629472.373,-883.301,-223.145,-220.215,-293.457
1669629472.377,174.805,-963.379,-979.980,-965.820
1669629472.381,-839.844,906.250,932.617,838.867
1669629472.385,187.500,-370.117,-281.738,-482.422
1669629472.389,-1000.000,-1000.000,-1000.000,-1000.000
1669629472.393,-991.211,-349.609,-376.465,-442.871
1669629472.397,-0.977,928.223,909.668,865.234
1669629472.400,-854.492,-934.570,-941.406,-955.566
1669629472.404,332.031,-78.613,-83.984,-172.363
1669629472.408,-958.008,-1000.000,-1000.000,-1000.000
1669629472.412,-1000.000,-534.180,-628.418,-664.062
1669629472.416,-146.484,794.434,743.652,622.559
1669629472.449,-912.109,-862.305,-873.047,-845.215
1669629472.453,499.512,114.746,-48.828,33.203
1669629472.457,-808.594,-1000.000,-1000.000,-1000.000
1669629472.461,-1000.000,-858.887,-742.676,-906.738
1669629472.465,-333.008,447.754,579.102,297.852
1669629472.469,987.305,-796.387,-823.730,-797.852
1669629472.473,715.332,147.949,99.121,126.953
1669629472.476,-597.168,-1000.000,-1000.000,-1000.000
1669629472.480,-1000.000,-1000.000,-927.734,-1000.000
1669629472.484,-503.906,129.395,324.219,54.688
1669629472.488,771.484,-774.414,-787.598,-791.992
1669629472.492,891.602,169.922,170.410,171.387
1669629472.478,-373.535,-1000.000,-991.211,-1000.000
1669629472.482,-1000.000,-1000.000,-1000.000,-1000.000
1669629472.486,-607.422,34.668,6.836,-3.906
1669629472.490,457.520,-980.469,998.047,-994.629
1669629472.494,-551.758,-758.301,-753.418,-750.488
1669629472.498,-1000.000,-411.621,-428.223,-385.742
1669629472.502,333.496,-774.902,-749.023,-759.277
1669629472.505,-901.367,579.102,381.836,500.977
1669629472.509,-43.945,-790.527,-940.430,-834.473
1669629472.513,-1000.000,-1000.000,-1000.000,-1000.000
1669629472.517,-943.848,-225.586,-222.168,-303.711
1669629472.521,78.125,-953.125,-977.539,-949.707
1669629472.523,-846.191,876.953,933.594,778.320
1669629472.527,87.402,-419.922,-290.039,-562.988
1669629472.531,-1000.000,-1000.000,-1000.000,-1000.000
1669629472.535,-1000.000,-317.871,-333.008,-451.660
1669629472.539,-140.137,943.848,931.641,904.785
1669629472.543,-857.422,-945.801,-949.219,969.238
1669629472.547,232.910,-88.867,-83.496,-330.566
1669629472.550,-1000.000,-1000.000,-1000.000,-1000.000
1669629472.554,-1000.000,-541.504,-604.492,-654.785
1669629472.558,-337.402,786.621,768.066,630.859
1669629472.562,-944.336,-862.305,-876.465,-863.281
1669629472.566,421.387,121.094,-45.898,-35.156
1669629472.568,-909.180,-1000.000,-1000.000,-1000.000
1669629472.572,-1000.000,-796.875,-711.426,-861.328
1669629472.576,-435.547,539.551,624.512,364.746
1669629472.580,923.828,-807.129,-829.102,-800.781
1669629472.584,649.902,149.414,103.027,127.930
1669629472.588,-699.219,-1000.000,-1000.000,-1000.000
1669629472.592,-1000.000,-1000.000,-907.227,-1000.000
1669629472.595,-526.855,146.973,363.770,117.188
1669629472.599,757.324,-773.926,-790.527,-790.039
1669629472.603,889.648,160.156,164.551,173.340
1669629472.607,-405.762,-1000.000,-1000.000,-1000.000
1669629472.611,-1000.000,-1000.000,-1000.000,-1000.000
1669629472.613,-641.602,-105.957,-84.961,-27.344
1669629472.617,570.312,-799.805,-815.918,-804.199
1669629472.621,-971.191,361.328,288.086,378.418
1669629472.625,-178.223,-941.406,-976.074,-936.035
1669629472.629,-1000.000,-1000.000,-1000.000,-1000.000
1669629472.633,-725.586,-225.586,-245.605,-93.262
1669629472.637,417.969,-860.840,-837.402,-867.188
1669629472.640,-888.672,583.008,407.227,681.641
1669629472.644,6.836,-802.246,-934.570,-663.086
1669629472.648,-1000.000,-1000.000,-1000.000,-1000.000
1669629472.652,-843.262,-222.656,-223.145,-116.699
1669629472.656,234.375,-943.359,-962.402,-954.102
1669629472.658,-844.727,852.051,891.602,939.941
1669629472.662,157.227,-458.984,-360.352,-275.879
