timestamps,TP9,AF7,AF8,TP10
1669195275.899,-230.957,608.398,623.047,-112.305
1669195275.903,-967.285,-889.648,-962.402,482.422
1669195275.907,810.547,-270.508,-458.008,432.129
1669195275.911,-598.145,-1000.000,-1000.000,-302.734
1669195275.914,-1000.000,-832.520,-834.961,-547.852
1669195275.918,-549.316,521.484,537.109,-186.523
1669195275.922,887.207,-825.195,-868.164,420.898
1669195275.926,891.602,78.125,-107.422,501.953
1669195275.930,-585.449,-1000.000,-1000.000,-225.098
1669195275.916,-1000.000,-868.164,-838.379,-571.777
1669195275.920,-735.840,506.348,503.906,-264.160
1669195275.924,745.605,-813.477,-826.660,332.520
1669195275.928,944.824,419.922,549.316,532.227
1669195275.932,-581.055,-947.266,-886.230,-116.699
1669195275.936,-1000.000,-984.375,-980.957,-541.016
1669195275.940,-823.730,410.645,460.938,-296.875
1669195275.943,614.746,-826.660,-831.055,278.809
1669195275.947,-955.566,644.043,625.488,588.379
1669195275.951,-448.730,-779.785,-784.180,0.000
1669195275.955,-1000.000,-1000.000,-1000.000,-530.273
1669195275.959,-846.680,286.621,200.684,-359.375
1669195275.962,540.039,-849.609,-831.543,204.102
1669195275.966,-869.141,756.836,652.344,590.820
1669195275.970,-237.793,-596.191,-742.676,96.191
1669195275.974,-1000.000,-1000.000,-1000.000,-474.121
1669195275.978,-867.676,-115.723,0.488,-395.508
1669195275.982,470.703,-941.406,-897.949,118.652
1669195275.986,-815.430,832.031,775.391,583.984
1669195275.989,85.449,-555.176,-624.023,180.176
1669195275.993,-1000.000,-1000.000,-1000.000,-468.750
1669195275.997,-956.543,-415.527,-177.246,-473.145
1669195276.001,342.773,958.008,-959.961,30.273
1669195276.005,-797.852,875.000,851.562,585.449
1669195276.007,439.941,-560.547,-533.691,273.438
1669195276.011,-889.160,-1000.000,-1000.000,-443.359
1669195276.015,-1000.000,-653.320,-451.172,-502.441
1669195276.019,119.629,797.852,897.461,-44.434
1669195276.023,-842.285,985.840,948.730,544.434
1669195276.027,650.879,-474.609,-469.238,381.836
1669195276.031,-732.910,-1000.000,-1000.000,-354.004
1669195276.034,-1000.000,-795.898,-799.805,-520.996
1669195276.038,-173.340,608.398,625.977,-106.445
1669195276.042,-947.266,-890.625,-963.379,507.812
1669195276.046,795.410,-276.855,-458.008,451.172
1669195276.050,-605.469,-1000.000,-1000.000,-291.992
1669195276.067,-1000.000,-832.520,-836.426,-528.809
1669195276.071,-503.906,531.738,542.969,-176.270
1669195276.075,910.645,-832.031,-873.535,428.223
1669195276.079,883.301,4.395,-155.762,500.977
1669195276.083,-582.031,-1000.000,-1000.000,-231.934
1669195276.087,-1000.000,-853.516,-832.031,-570.312
1669195276.091,-725.098,508.789,501.465,-265.625
1669195276.094,757.324,-813.477,-825.195,332.031
1669195276.098,938.965,403.320,537.109,523.926
1669195276.102,-585.449,-960.449,-896.484,-134.766
1669195276.106,-1000.000,-968.750,-969.727,-555.664
1669195276.110,-819.824,433.594,477.051,-321.777
1669195276.098,626.953,-825.684,-831.543,260.742
1669195276.102,-971.191,633.789,625.000,567.871
1669195276.106,-476.074,-789.551,-784.180,-16.602
1669195276.110,-1000.000,-1000.000,-1000.000,-534.180
1669195276.114,-845.215,291.992,200.684,-367.676
1669195276.118,546.875,-848.633,-833.496,190.430
1669195276.122,-877.441,754.395,652.344,588.867
1669195276.125,-270.020,-619.141,-754.883,78.613
1669195276.129,-1000.000,-1000.000,-1000.000,-511.719
1669195276.133,-867.676,-3.418,46.875,-405.273
1669195276.137,469.727,-908.203,-878.418,133.789
1669195276.141,-817.871,814.941,757.324,599.609
1669195276.142,50.293,-546.387,-631.348,180.176
1669195276.146,-1000.000,-1000.000,-1000.000,-485.352
1669195276.150,-948.242,-409.180,-165.527,-489.746
1669195276.154,353.027,963.379,-955.566,-0.977
1669195276.158,-796.387,868.652,847.168,533.203
1669195276.162,395.508,-568.848,-537.109,246.582
1669195276.166,-914.551,-1000.000,-1000.000,-433.594
1669195276.169,-1000.000,-638.672,-436.523,-505.371
1669195276.173,145.020,812.988,906.738,-44.434
1669195276.177,-833.008,973.145,943.359,545.410
1669195276.181,628.906,-490.234,-474.121,353.027
1669195276.185,-746.582,-1000.000,-1000.000,-387.695
1669195276.202,-1000.000,-775.391,-769.043,-543.945
1669195276.206,-191.406,636.230,650.391,-113.770
1669195276.210,-949.707,-902.832,-973.633,494.141
1669195276.214,789.551,-303.711,-463.379,427.734
1669195276.218,-616.699,-1000.000,-1000.000,-296.387
1669195276.222,-1000.000,-833.008,-840.332,-525.879
1669195276.226,-495.117,530.273,551.758,-164.551
1669195276.229,915.039,-834.473,-886.719,415.527
1669195276.233,881.836,-14.160,-229.980,474.609
1669195276.237,-580.566,-1000.000,-1000.000,-230.469
1669195276.241,-1000.000,-850.586,-825.195,-574.219
1669195276.245,-709.473,515.137,499.023,-263.672
1669195276.247,772.949,-813.477,-826.660,334.961
1669195276.251,929.688,353.516,505.859,511.230
1669195276.255,-593.262,-984.375,-916.992,-150.391
1669195276.259,-1000.000,-958.984,-955.078,-570.801
1669195276.263,-813.477,448.242,521.973,-304.688
1669195276.267,630.859,-823.242,-830.566,285.645
1669195276.271,918.945,498.047,419.922,492.676
1669195276.274,-529.297,-846.191,-863.281,-69.824
1669195276.278,-1000.000,-1000.000,-1000.000,-517.578
1669195276.282,-854.492,268.066,174.805,-354.004
1669195276.286,556.641,-844.238,-828.613,193.359
1669195276.290,-889.160,750.977,653.809,566.406
1669195276.307,-311.523,-630.859,-755.859,56.641
1669195276.311,-1000.000,-1000.000,-1000.000,-519.531
1669195276.315,-855.957,43.945,62.988,-409.180
1669195276.319,488.281,-899.902,-871.582,129.395
1669195276.323,-850.586,708.008,634.766,562.988
1669195276.327,-15.625,-585.938,-695.801,171.387
1669195276.331,-1000.000,-1000.000,-1000.000,-452.148
1669195276.334,-942.871,-371.582,-132.812,-462.402
1669195276.338,354.492,983.887,-936.523,32.227
1669195276.342,-795.898,859.863,829.590,562.500
1669195276.346,361.816,-567.871,-551.758,245.117
1669195276.350,-934.082,-1000.000,-1000.000,-442.871
1669195276.352,-1000.000,-627.441,-406.738,-489.746
1669195276.356,178.711,824.219,928.223,-23.438
1669195276.360,-822.266,962.891,935.059,543.457
1669195276.364,597.656,-502.441,-476.074,344.238
1669195276.368,-772.949,-1000.000,-1000.000,-369.141
1669195276.372,-1000.000,-771.484,-749.023,-514.160
1669195276.376,-137.695,646.484,666.992,-102.051
1669195276.379,-929.688,-913.086,-979.492,508.789
1669195276.383,771.484,-328.613,-465.332,422.363
1669195276.387,-624.512,-1000.000,-1000.000,-323.730
1669195276.391,-1000.000,-828.613,-844.238,-550.781
1669195276.395,-482.910,538.086,565.430,-170.898
1669195276.411,921.875,-839.355,-906.250,442.383
1669195276.415,877.441,-46.875,-325.195,480.469
